@_startDate,StepCount,DistanceWalkingRunning,WalkingStepLength,WalkingSpeed,WalkingDoubleSupportPercentage,s_month,s_day,s_hour,weekday,is_weekend,seconds_active,lag_1_steps,lag_2_steps,lag_3_steps,rolling_mean_5_st,rolling_mean_10_st
2021-02-02 22:57:30+03:00,0.0008543440904671958,0.0008622031660769598,0.02353743029129145,0.025260211457336274,0.026968865588675867,2,2,22,1,False,5.0,0.023377961020965995,0.019339243502393796,0.022834287508850505,0.018065494131151796,0.026500200333400652
2021-02-02 23:45:13+03:00,0.00046600586752756137,0.0005862981529323328,0.02353743029129145,0.025479865470008765,0.028603342291019858,2,2,23,1,False,11.0,0.0008543440904671958,0.023377961020965995,0.019339243502393796,0.016667476528569113,0.026469133275565482
2021-02-03 11:56:20+03:00,0.002873702849753295,0.002964829287083306,0.023936369787754017,0.025040557444663786,0.027876908201089196,2,3,11,2,False,241.00000000000003,0.00046600586752756137,0.0008543440904671958,0.023377961020965995,0.013374368398041011,0.022057611062971237
2021-02-03 13:11:03+03:00,0.04799860435533882,0.04725781537436675,0.020744853816053482,0.021965401267248937,0.0262424314987452,2,3,13,2,False,565.0,0.002873702849753295,0.00046600586752756137,0.0008543440904671958,0.009382251466221568,0.02194887636054814
2021-02-03 13:21:09+03:00,0.018018893544399037,0.018873052503313933,0.02114379331251605,0.022624363305266404,0.02542519314757321,2,3,13,2,False,503.00000000000006,0.04799860435533882,0.002873702849753295,0.00046600586752756137,0.015114123636810573,0.018989739101748126
2021-02-03 14:55:01+03:00,0.03526111064291881,0.036855161735015005,0.02513318827714172,0.027896059609406148,0.026060822976262537,2,3,14,2,False,454.0,0.018018893544399037,0.04799860435533882,0.002873702849753295,0.014042310141497183,0.01605390213632449
2021-02-03 16:30:17+03:00,0.07300758591265127,0.0728508793540845,0.02633000676652942,0.029653291710786064,0.02896655933598519,2,3,16,2,False,601.0,0.03526111064291881,0.018018893544399037,0.04799860435533882,0.020923663451987505,0.01879556999027831
2021-02-03 16:40:18+03:00,0.04349388096923906,0.0420825270903064,0.027127885759454552,0.028335367634751127,0.027241278372399865,2,3,16,2,False,542.0,0.07300758591265127,0.03526111064291881,0.018018893544399037,0.035431979461012245,0.02440317392952663
2021-02-04 10:54:41+03:00,0.0006213411567034151,0.0007173530341760306,0.01994697482312835,0.02042782317854151,0.026333235759986535,2,4,10,3,False,2.0,0.04349388096923906,0.07300758591265127,0.03526111064291881,0.0435560150849094,0.026469133275565482
2021-02-04 13:55:39+03:00,0.015455861272997452,0.0007173530341760306,0.02353743029129145,0.02657813553337121,0.02715047411115853,2,4,13,3,False,195.0,0.0006213411567034151,0.04349388096923906,0.07300758591265127,0.03408056244518232,0.024597343040996447
2021-02-04 14:13:40+03:00,0.008388105615496104,0.009011747491836385,0.02353743029129145,0.02745675158406117,0.0273320826336412,2,4,14,3,False,429.0,0.015455861272997452,0.0006213411567034151,0.04349388096923906,0.033567955990902,0.02380513306619959
2021-02-04 14:44:08+03:00,0.012116152555716596,0.012485851449015813,0.025931067270066853,0.02701744355871619,0.030056210470881188,2,4,14,3,False,562.0,0.008388105615496104,0.015455861272997452,0.0006213411567034151,0.028193354985417463,0.024558509218702482
2021-02-04 15:12:41+03:00,0.021358602261679894,0.022158161526489292,0.025532127773604286,0.025699519482681253,0.02715047411115853,2,4,15,3,False,195.0,0.012116152555716596,0.008388105615496104,0.015455861272997452,0.016015068314030524,0.025723523887521388
2021-02-04 16:05:04+03:00,0.03518344299833088,0.03722337996714094,0.02234061180190375,0.019549207127851555,0.026968865588675867,2,4,16,3,False,599.0,0.021358602261679894,0.012116152555716596,0.008388105615496104,0.011588012572518692,0.02757201382871404
2021-02-04 16:15:05+03:00,0.009397784995139154,0.009547957388840752,0.02792576475237969,0.026138827508026232,0.028421733768537193,2,4,16,3,False,139.0,0.03518344299833088,0.021358602261679894,0.012116152555716596,0.018500432940844184,0.026290497693013247
2021-02-04 23:56:24+03:00,0.001553352891758538,0.0016588788915320707,0.02872364374530482,0.027896059609406148,0.028784950813502526,2,4,23,3,False,15.000000000000002,0.009397784995139154,0.03518344299833088,0.021358602261679894,0.017288817685272524,0.025428386838087264
2021-02-05 10:51:13+03:00,0.0006213411567034151,0.0006897625328615679,0.023138490794828884,0.02372263336862885,0.027604495417365198,2,5,10,4,False,3.0,0.001553352891758538,0.009397784995139154,0.03518344299833088,0.01592186714052501,0.022057611062971237
2021-02-05 16:08:29+03:00,0.019649914080745505,0.021039136777343544,0.02473424878067915,0.023942287381301337,0.02914816785846786,2,5,16,4,False,162.0,0.0006213411567034151,0.001553352891758538,0.009397784995139154,0.013622904860722377,0.014818986587376454
2021-02-05 16:23:18+03:00,0.029203034365060512,0.02797216991597945,0.02792576475237969,0.02657813553337121,0.02987460194839852,2,5,16,4,False,577.0,0.019649914080745505,0.0006213411567034151,0.001553352891758538,0.013281167224535498,0.012434589898527096
2021-02-05 16:33:47+03:00,0.02718367560577441,0.027184691024295826,0.02513318827714172,0.02350297935595636,0.027876908201089196,2,5,16,4,False,513.0,0.029203034365060512,0.019649914080745505,0.0006213411567034151,0.012085085497881426,0.015292759219362805
2021-02-05 16:56:05+03:00,0.01996058465909721,0.020636315458152386,0.023138490794828884,0.02152609324190396,0.0273320826336412,2,5,16,4,False,231.00000000000003,0.02718367560577441,0.029203034365060512,0.019649914080745505,0.015642263620008475,0.016465540652640505
2021-02-05 17:48:14+03:00,0.026329331515307218,0.0279066424753576,0.029122583241767388,0.02723709757138868,0.027876908201089196,2,5,17,4,False,601.0,0.01996058465909721,0.02718367560577441,0.029203034365060512,0.01932370997347621,0.017622788557000613
2021-02-05 17:58:15+03:00,0.012116152555716596,0.013577975459379964,0.029122583241767388,0.02745675158406117,0.028421733768537193,2,5,17,4,False,141.0,0.026329331515307218,0.01996058465909721,0.02718367560577441,0.02446530804519697,0.019044106452959675
2021-02-05 18:11:24+03:00,0.006601749789973786,0.0072183649063963075,0.028324704248842255,0.025699519482681253,0.0273320826336412,2,5,18,4,False,54.0,0.012116152555716596,0.026329331515307218,0.01996058465909721,0.022958555740191188,0.01811986148236334
2021-02-05 18:39:18+03:00,0.007844432103380617,0.008232315829702812,0.02473424878067915,0.02328332534328387,0.025970018715021203,2,5,18,4,False,72.0,0.006601749789973786,0.012116152555716596,0.026329331515307218,0.018438298825173845,0.015261692161527635
2021-02-05 19:06:33+03:00,0.0016310205363464648,0.0016922174139537133,0.024335309284216584,0.025260211457336274,0.026968865588675867,2,5,19,4,False,372.0,0.007844432103380617,0.006601749789973786,0.012116152555716596,0.014570450124695086,0.01510635687235178
2021-02-05 19:24:26+03:00,0.006912420368325493,0.0074528841675692405,0.02473424878067915,0.026797789546043702,0.02288267383281589,2,5,19,4,False,128.0,0.0016310205363464648,0.007844432103380617,0.006601749789973786,0.010904537300144937,0.015114123636810573
2021-02-05 20:26:15+03:00,0.0023300293376378066,0.0018393667542975143,0.022739551298366318,0.022624363305266404,0.026878061327434533,2,5,20,4,False,38.0,0.006912420368325493,0.0016310205363464648,0.007844432103380617,0.007021155070748591,0.015743231557972782
2021-02-05 23:24:21+03:00,0.01949457879156965,0.019283461210366566,0.03430879669578076,0.03646256610363323,0.027241278372399865,2,5,23,4,False,526.0,0.0023300293376378066,0.006912420368325493,0.0016310205363464648,0.005063930427132834,0.014011243083662011
2021-02-05 23:34:24+03:00,0.00799976739255647,0.007463230605562165,0.025532127773604286,0.026138827508026232,0.02742288689488253,2,5,23,4,False,542.0,0.01949457879156965,0.0023300293376378066,0.006912420368325493,0.0076424962274520055,0.013040397526312924
2021-02-05 23:46:18+03:00,0.004660058675275613,0.003969583376618323,0.026728946262991986,0.025699519482681253,0.027513691156123864,2,5,23,4,False,139.0,0.00799976739255647,0.01949457879156965,0.0023300293376378066,0.007673563285287177,0.011122006704991132
2021-02-05 23:57:54+03:00,0.01374717309206306,0.014018158915767787,0.02353743029129145,0.024601249419318807,0.0270596698499172,2,5,23,4,False,285.0,0.004660058675275613,0.00799976739255647,0.01949457879156965,0.008279370913073006,0.009591954106608971
2021-02-06 00:07:55+03:00,0.0063687468562100055,0.006889578099065627,0.02513318827714172,0.025040557444663786,0.02923897211970919,2,6,0,5,True,95.0,0.01374717309206306,0.004660058675275613,0.00799976739255647,0.00964632145782052,0.008333738264284555
2021-02-06 11:29:44+03:00,0.0010873470242309764,0.0011519034298788182,0.02872364374530482,0.02745675158406117,0.029329776380950523,2,6,11,5,True,8.0,0.0063687468562100055,0.01374717309206306,0.004660058675275613,0.010454064961534958,0.007758997694333897
2021-02-06 12:45:38+03:00,0.025707990358603803,0.024729136407308644,0.02353743029129145,0.020208169165869018,0.02333669513902255,2,6,12,5,True,580.0,0.0010873470242309764,0.0063687468562100055,0.01374717309206306,0.006772618608067225,0.007207557417759617
2021-02-06 12:57:34+03:00,0.01700921416475599,0.01699574880970903,0.023138490794828884,0.022185055279921425,0.02578841019253854,2,6,12,5,True,157.0,0.025707990358603803,0.0010873470242309764,0.0063687468562100055,0.01031426320127669,0.008993913243281934
2021-02-06 13:56:26+03:00,0.015611196562173305,0.015387452503920143,0.02992046223469252,0.03404637196423585,0.026333235759986535,2,6,13,5,True,149.0,0.01700921416475599,0.025707990358603803,0.0010873470242309764,0.012784094299172766,0.010531732606122887
2021-02-07 08:59:25+03:00,0.00031067057835170754,0.00021612559362995792,0.023138490794828884,0.02701744355871619,0.029420580642191857,2,7,8,6,True,3.0,0.015611196562173305,0.01700921416475599,0.025707990358603803,0.013156898993194815,0.011401610225507666
2021-02-07 12:30:38+03:00,0.014679184827118183,0.01581970369118006,0.02513318827714172,0.027896059609406148,0.02805851672357186,2,7,12,6,True,121.00000000000001,0.00031067057835170754,0.015611196562173305,0.01700921416475599,0.011945283737623156,0.011199674349579056
2021-02-07 12:53:25+03:00,0.008543440904671958,0.006984995249444811,0.01994697482312835,0.018231283051816614,0.028512538029778527,2,7,12,6,True,323.0,0.014679184827118183,0.00031067057835170754,0.015611196562173305,0.014663651298200598,0.010718134953133913
2021-02-08 00:31:10+03:00,0.0010873470242309764,0.0011105176779071242,0.02234061180190375,0.02328332534328387,0.02824012524605453,2,8,0,0,False,5.0,0.008543440904671958,0.014679184827118183,0.00031067057835170754,0.011230741407414228,0.010772502304345458
2021-02-08 08:32:06+03:00,7.766764458792689e-05,7.93226912790803e-05,0.021542732808978615,0.020867131203886488,0.02796771246233053,2,8,8,0,False,2.0,0.0010873470242309764,0.008543440904671958,0.014679184827118183,0.008046367979309226,0.010415231139240996
2021-02-08 08:46:18+03:00,0.0003883382229396345,0.00040236147750258126,0.022739551298366318,0.021306439229231467,0.027786103939847862,2,8,8,0,False,2.0,7.766764458792689e-05,0.0010873470242309764,0.008543440904671958,0.00493966219579215,0.009048280594493485
2021-02-08 11:44:01+03:00,0.008077435037144396,0.008324284167417689,0.02992046223469252,0.02987294572345855,0.028603342291019858,2,8,11,0,False,575.0,0.0003883382229396345,7.766764458792689e-05,0.0010873470242309764,0.004955195724709736,0.008450239731166445
2021-02-08 11:54:17+03:00,0.029746707877176,0.0321889182002065,0.021542732808978615,0.020208169165869018,0.028694146552261192,2,8,11,0,False,429.0,0.008077435037144396,0.0003883382229396345,7.766764458792689e-05,0.0036348457667149782,0.009149248532457788
2021-02-08 15:43:34+03:00,0.006135743922446224,0.005949201845931023,0.022739551298366318,0.023942287381301337,0.024880367580125212,2,8,15,0,False,588.0,0.029746707877176,0.008077435037144396,0.0003883382229396345,0.007875499161215788,0.009553120284315007
2021-02-09 00:31:12+03:00,0.0008543440904671958,0.0008771480209556271,0.02633000676652942,0.024601249419318807,0.02560680167005587,2,9,0,1,False,8.0,0.006135743922446224,0.029746707877176,0.008077435037144396,0.008885178540858837,0.008465773260084032
2021-02-09 12:20:18+03:00,0.0006213411567034151,0.0003770701846309904,0.02353743029129145,0.022844017317938895,0.02824012524605453,2,9,12,1,False,3.0,0.0008543440904671958,0.006135743922446224,0.029746707877176,0.00904051383003469,0.0069900880129134205
2021-02-09 14:14:58+03:00,0.00015533528917585377,0.0001586453825581606,0.027526825255917122,0.030092599736131043,0.0267872570661932,2,9,14,1,False,3.0,0.0006213411567034151,0.0008543440904671958,0.006135743922446224,0.009087114416787447,0.007021155070748591
2021-02-09 15:42:55+03:00,0.000776676445879269,0.0005058258574318164,0.027127885759454552,0.029653291710786064,0.026968865588675867,2,9,15,1,False,2.0,0.00015533528917585377,0.0006213411567034151,0.0008543440904671958,0.0075026944671937375,0.005568770116954358
2021-02-09 16:23:24+03:00,0.0006213411567034151,0.0007541403692619808,0.02513318827714172,0.024601249419318807,0.02796771246233053,2,9,16,1,False,5.0,0.000776676445879269,0.00015533528917585377,0.0006213411567034151,0.0017086881809343923,0.004792093671075089
2021-02-09 17:04:44+03:00,0.026950672672010633,0.027713738887000648,0.028324704248842255,0.027896059609406148,0.027876908201089196,2,9,17,1,False,323.0,0.0006213411567034151,0.000776676445879269,0.00015533528917585377,0.0006058076277858305,0.004745493084322333
2021-02-09 17:19:25+03:00,0.01972758172533343,0.020582513980589186,0.02114379331251605,0.024601249419318807,0.027513691156123864,2,9,17,1,False,521.0,0.026950672672010633,0.0006213411567034151,0.000776676445879269,0.0058250733440945186,0.0074327935870646036
2021-02-09 17:29:38+03:00,0.0205042581712127,0.019642137727454583,0.01835121683727808,0.022404709292593916,0.024335542012677215,2,9,17,1,False,529.0,0.01972758172533343,0.026950672672010633,0.0006213411567034151,0.00964632145782052,0.009366717937303985
2021-02-09 17:43:07+03:00,0.010407464374782203,0.010564448937476632,0.022739551298366318,0.019549207127851555,0.024789563318883878,2,9,17,1,False,601.0,0.0205042581712127,0.01972758172533343,0.026950672672010633,0.01371610603422789,0.010609400250710813
2021-02-09 17:53:08+03:00,0.016853878875580135,0.01738879849301798,0.02473424878067915,0.025040557444663786,0.027513691156123864,2,9,17,1,False,149.0,0.010407464374782203,0.0205042581712127,0.01972758172533343,0.01564226362000848,0.008675475900471434
2021-02-10 01:01:16+03:00,0.0008543440904671958,0.0010116517148636328,0.02992046223469252,0.03250879387552843,0.025697605931297204,2,10,1,2,False,2.0,0.016853878875580135,0.010407464374782203,0.0205042581712127,0.018888771163783822,0.009747289395784824
2021-02-10 09:59:19+03:00,0.0008543440904671958,0.0009162345644844492,0.028324704248842255,0.03075156177414851,0.0273320826336412,2,10,9,2,False,5.0,0.0008543440904671958,0.016853878875580135,0.010407464374782203,0.013669505447475134,0.009747289395784824
2021-02-10 10:41:22+03:00,0.00031067057835170754,0.00035407810020227147,0.021542732808978615,0.02372263336862885,0.02506197610260788,2,10,10,2,False,3.0,0.0008543440904671958,0.0008543440904671958,0.016853878875580135,0.009894857920501886,0.009770589689161203
2021-02-10 12:56:42+03:00,0.03883382229396345,0.042176679676042,0.02473424878067915,0.02745675158406117,0.02824012524605453,2,10,12,2,False,599.0,0.00031067057835170754,0.0008543440904671958,0.0008543440904671958,0.0058561404019296884,0.009786123218078788
2021-02-10 13:07:06+03:00,0.0073784262358530545,0.007726489972270997,0.02234061180190375,0.024601249419318807,0.028784950813502526,2,10,13,2,False,65.0,0.03883382229396345,0.00031067057835170754,0.0008543440904671958,0.011541411985765937,0.013591837802887207
2021-02-10 13:28:53+03:00,0.007067755657501347,0.00646882295402007,0.02872364374530482,0.03184983183751095,0.02914816785846786,2,10,13,2,False,56.0,0.0073784262358530545,0.03883382229396345,0.00031067057835170754,0.00964632145782052,0.014267546310802173
2021-02-10 14:48:07+03:00,0.01895090527945416,0.021640149864310256,0.02194167230544118,0.022624363305266404,0.02515278036384921,2,10,14,2,False,439.0,0.007067755657501347,0.0073784262358530545,0.03883382229396345,0.01088900377122735,0.012279254609351243
2021-02-10 16:23:42+03:00,0.029746707877176,0.03188082426886167,0.02234061180190375,0.022404709292593916,0.018705677815714573,2,10,16,2,False,596.0,0.01895090527945416,0.007067755657501347,0.0073784262358530545,0.014508316009024746,0.012201586964763315
2021-02-10 16:33:43+03:00,0.06881353310490322,0.07510824220329612,0.020744853816053482,0.020867131203886488,0.026968865588675867,2,10,16,2,False,588.0,0.029746707877176,0.01895090527945416,0.007067755657501347,0.020395523468789603,0.013125831935359647
2021-02-10 16:45:39+03:00,0.008698776193847811,0.008545008177933388,0.02792576475237969,0.03075156177414851,0.0273320826336412,2,10,16,2,False,293.0,0.06881353310490322,0.029746707877176,0.01895090527945416,0.02639146563097756,0.018966438808371747
2021-02-10 17:00:05+03:00,0.0026406999159895145,0.002640640896638369,0.0446812236038075,0.04612734266122276,0.028149320984813195,2,10,17,2,False,18.0,0.008698776193847811,0.06881353310490322,0.029746707877176,0.02665553562257651,0.018150928540198515
2021-02-10 17:28:37+03:00,7.766764458792689e-05,8.277150394338814e-05,0.027127885759454552,0.029213983685441085,0.026605648543710534,2,10,17,2,False,2.0,0.0026406999159895145,0.008698776193847811,0.06881353310490322,0.025770124474274143,0.018329564122750747
2021-02-10 17:59:30+03:00,0.04574624266228894,0.046726813184485474,0.024335309284216584,0.025260211457336274,0.027786103939847862,2,10,17,2,False,600.0,7.766764458792689e-05,0.0026406999159895145,0.008698776193847811,0.021995476947300894,0.018251896478162822
2021-02-10 18:09:30+03:00,0.07968700334721299,0.0781903311209659,0.02114379331251605,0.022844017317938895,0.027241278372399865,2,10,18,2,False,601.0,0.04574624266228894,7.766764458792689e-05,0.0026406999159895145,0.025195383904323482,0.022795453686556544
2021-02-10 18:19:31+03:00,0.019106240568630015,0.020181302107308043,0.025931067270066853,0.025919173495353744,0.02742288689488253,2,10,18,2,False,601.0,0.07968700334721299,0.04574624266228894,7.766764458792689e-05,0.027370077952785433,0.026880771791881496
2021-02-10 18:29:32+03:00,0.009941458507254641,0.01119139709567894,0.02353743029129145,0.02416194139397383,0.024971171841366546,2,10,18,2,False,85.0,0.019106240568630015,0.07968700334721299,0.04574624266228894,0.029451570827741875,0.02805355322515919
2021-02-10 19:34:40+03:00,0.0112618084652494,0.012461709760365659,0.024335309284216584,0.025919173495353744,0.025243584625090545,2,10,19,2,False,600.0,0.009941458507254641,0.019106240568630015,0.07968700334721299,0.0309117225459949,0.02834092351013452
2021-02-10 19:44:40+03:00,0.07425026822605811,0.07678666436659261,0.02513318827714172,0.02306367133061138,0.02833092950729586,2,10,19,2,False,601.0,0.0112618084652494,0.009941458507254641,0.019106240568630015,0.03314855071012719,0.02757201382871404
